_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class,clean_text
{'$oid': '5a13282c741a2384e879e51c'},A1J97BO9EFZQ1A,1592923356,freyesp,"[1, 1]","My children lobed this Christmas calendar, and I think that is beautifull because it's about  the most important thing of Christmas: Jesus nativity.",5.0,Beautifull Xmas calendar,1323388800,"12 9, 2011",Toys_and_Games,1,child lob Christmas calendar think beautifull   important thing Christmas Jesus nativity
{'$oid': '5a13282b741a2384e879b1c8'},A2IT71WZ8W6OZT,078696023X,Leshtricity,"[0, 0]","what a surprise this game was. i ordered both the sting of lolth and heart of cormyr faction packs from a different online retailer. while i do have a few minor gripes with the game, overall my impressions are very positive.most d&d; connoisseurs (i consider myself one) will probably cry foul at the exclusion of dice in this system. i, however, cannot praise this enough. finally, a true tactical skirmish experience that's not so reliant on the outcome of a die roll. there is still an element of luck, with the cards you draw, but you'll always have orders to execute and creatures to deploy.so while others dismiss this bold new franchise because it's diceless, i embrace it and applaud it. this game has a certain 'feel' to it that i can't quite explain- but 'tapping' a creature to activate an ability, or playing an order card (much like an 'instant' in magic: the gathering) just feels right. it all works so beautifully.this particular set comes with some cormyr yokels. you'll find a few elven archers, dwarven guards, and a copper dragon, among others. will they survive the sting of lolth? if you're a competent commander and tactician, they just might.highly recommended for any fan of tactical miniatures combat, or anyone who enjoys card games and wants to experiment with miniature gaming. i love this game and am eagerly awaiting new faction packs.",5.0,no dice? no problem.,1352419200,"11 9, 2012",Toys_and_Games,1,surprise game order sting lolth heart cormyr faction pack different online retailer minor gripe game overall impression positive.most d&d connoisseur consider probably cry foul exclusion dice system praise finally true tactical skirmish experience reliant outcome die roll element luck card draw order execute creature deploy.so dismiss bold new franchise diceless embrace applaud game certain feel explain- tap creature activate ability play order card like instant magic gathering feel right work beautifully.this particular set come cormyr yokel find elven archer dwarven guard copper dragon survive sting lolth competent commander tactician might.highly recommend fan tactical miniature combat enjoy card game want experiment miniature gaming love game eagerly await new faction pack
{'$oid': '5a13282b741a2384e879a640'},A6LDQF16SFXIH,0439855896,,"[0, 0]",I had one of these when I was first starting out in magic. Loved it! It's an easy trick that just about anyone with a brain can do,5.0,Loved it! It's an easy trick that just about ...,1405382400,"07 15, 2014",Toys_and_Games,1,start magic love easy trick brain
{'$oid': '5a13282c741a2384e879fd0c'},A4E5JX69BKBNF,1932188126,E. Phillips,"[0, 0]",What a simple concept and so much fun - our family loves this game! This is a fun gift for adult kids.,5.0,Family fun time,1389484800,"01 12, 2014",Toys_and_Games,1,simple concept fun family love game fun gift adult kid
{'$oid': '5a13282c741a2384e87a1173'},A2ZXNFBE38MWXV,8499000606,Amazon Customer,"[0, 0]","I was a little worried if my son would be able to manuever this toy, but right out of the box he was able to fly it!  I would highly recommend this toy!",5.0,Great for My 7yr Old,1297123200,"02 8, 2011",Toys_and_Games,1,little worried son able manuever toy right box able fly   highly recommend toy
{'$oid': '5a13282c741a2384e879d213'},A2U23IMCJ0YJ3N,1556347642,"Michelle Trigg ""Liavain Axon""","[0, 0]",These are absolute must have. Our family of 7 have adored Munchkin and this adds in so many more events and possibilities.,5.0,Big Fans,1365120000,"04 5, 2013",Toys_and_Games,1,absolute family 7 adore Munchkin add event possibility
{'$oid': '5a13282b741a2384e879abec'},AJQDIT55SZ3ZX,073533417X,kindred spirit,"[1, 1]","This puzzle is so sturdy. The pieces are about the size of a 4 yr old child's hand. They are about 4 times thicker than typical kids puzzles. They box is even fun with a rope handle. When put together it measures 22 by 22 inches. The picture is just delightful of a day at the zoo. There are children in the picture, cotton candy man, balloons, even ice cream. Everything you can imagine to delight a child. It is for ages 2 and up I would say to age 5 or so.This is also a green item the grey board is 90% recycled material, packaging 70% recycled. All non toxic. The puzzle with withstand years of little hands playing even rough with this puzzle.",5.0,Very Cute Huge puzzle so easy for little ones.,1357084800,"01 2, 2013",Toys_and_Games,1,puzzle sturdy piece size 4 yr old child hand 4 time thick typical kid puzzle box fun rope handle measure 22 22 inch picture delightful day zoo child picture cotton candy man balloon ice cream imagine delight child age 2 age 5 green item grey board 90 recycled material package 70 recycle non toxic puzzle withstand year little hand play rough puzzle
{'$oid': '5a13282c741a2384e879fca0'},A1U50UR3HVBLFU,1932188126,Cor,"[0, 0]","Great family game.  My husband and I play with our 8, 11, and 13 yr. old and they love it.",5.0,Great family game,1384732800,"11 18, 2013",Toys_and_Games,1,great family game   husband play 8 11 13 yr old love
{'$oid': '5a13282c741a2384e879cab6'},A3BEWYT6RZRVOB,1204012709,Mickey lover,"[0, 0]",Very nice stickers... An addition to my collection ... Love the deaign which made it a perfect fit for my mickey themed iphone,5.0,Cutie...,1344816000,"08 13, 2012",Toys_and_Games,1,nice sticker addition collection love deaign perfect fit mickey themed iphone
{'$oid': '5a13282c741a2384e879d785'},ALZOPU3BG2P5I,1579822800,Stacy A. Treuber,"[0, 0]",My 6 month old son loves this book and was amazed to see Lucy come off the pages. Wish they made a Squeaker to go with it!,5.0,From a fantastic book!,1363651200,"03 19, 2013",Toys_and_Games,1,6 month old son love book amazed Lucy come page wish squeaker
{'$oid': '5a13282c741a2384e879e705'},A2OKWUEVGD1AEV,1601253729,Luis Vultao,"[0, 0]","I bought this Beginner Box to get into Pathfinder. The rules are really easy to follow, the character sheets are numbered making it easy to follow along with the book. It comes with more than enough monsters for any adventure. This was a great way to get into Pathfinder.",5.0,Great Product!,1361404800,"02 21, 2013",Toys_and_Games,1,buy Beginner Box Pathfinder rule easy follow character sheet number make easy follow book come monster adventure great way Pathfinder
{'$oid': '5a13282b741a2384e879c67e'},A2IT5B5NB88VXM,0979658527,"magicmarmot ""Magic Marmot Studios""","[11, 12]","I've loved playing Arkham Horror for a while, but the bookkeeping is a PITA. Last Night On Earth is much easier, faster paced, and an excellent amount of fun for zombie lovers all around. So far everyone that I've exposed this game to has been in considerable enjoyment and surprise at how fun it is.Recommended.",5.0,The Zombie Horde is nearly infallible!,1229817600,"12 21, 2008",Toys_and_Games,1,love play Arkham Horror bookkeeping pita night Earth easy fast pace excellent fun zombie lover far expose game considerable enjoyment surprise fun recommend
{'$oid': '5a13282c741a2384e879fbae'},APIFLF5HZDJE3,1929780907,Cynthia,"[0, 0]","This is a fun game for the entire family. My kids actually clean the house so they can play! It took them a few rounds to understand the concepts (7 and 8 years old), but after they understood they loved it.",5.0,"Fun for the whole family, including parents",1386028800,"12 3, 2013",Toys_and_Games,1,fun game entire family kid actually clean house play take round understand concept 7 8 year old understand love
{'$oid': '5a13282c741a2384e879cf57'},AP61J2X3QMBIR,1453012109,jaycha2,"[3, 3]",My kid loves it. Stickers can be used anywhere in the scene with pages to color. It comes with 3 play scenes and about 60 stickers.,5.0,my 3 years old loves it,1375056000,"07 29, 2013",Toys_and_Games,1,kid love sticker scene page color come 3 play scene 60 sticker
{'$oid': '5a13282b741a2384e879b69a'},A124OY4FLG30V0,096625757X,"Just Another Mom ""Momma of boys""","[0, 0]",While on vacation my kids' got hooked on the Would You Rather Questions that we found.  So we got the card game for home to play as a family.  It's fun to play with the whole family!,5.0,Fun!,1381449600,"10 11, 2013",Toys_and_Games,1,vacation kid get hook question find   get card game home play family   fun play family
{'$oid': '5a13282b741a2384e879b3ac'},A181RWE0WM4AN6,0911121056,Philly Jr.,"[0, 0]","This item is a lot of fun for both kids and grown ups! I gave it as a gift for some friends' child, but I plan to buy one for me now.",5.0,Lots of fun!,1373760000,"07 14, 2013",Toys_and_Games,1,item lot fun kid grow up give gift friend child plan buy
{'$oid': '5a13282c741a2384e879f0ce'},AFY8QLS51NVI3,1616614609,"DIYDanielle ""DIYDanielle""","[0, 0]","My husband and his friends play this at work and they have man play dates outside of work... apparently it's pretty riveting as more and more people at work have been buying it and the expansions so they can take time during break to play. He usually loves board games, but this one seems to have some particular draw because he consistently plays vs with our other games we play here and there.",5.0,Husband plays and loves it.,1403654400,"06 25, 2014",Toys_and_Games,1,husband friend play work man play date outside work apparently pretty riveting people work buy expansion time break play usually love board game particular draw consistently play vs game play
{'$oid': '5a13282c741a2384e879edbd'},A2P8PCUQN1ZDD0,1616611898,Paul G. Devorse,"[0, 1]","Outstanding game and very fun to play.  It has all the elements of the first edition, but more streamlined and easier to setup.  The quests don't take nearly as long to play and require more strategy.  Highly recommended!",5.0,Great game!!!,1357171200,"01 3, 2013",Toys_and_Games,1,outstanding game fun play   element edition streamlined easy setup   quest nearly long play require strategy   highly recommend
{'$oid': '5a13282b741a2384e879a75c'},ASNO3L1PTEYF2,048645195X,"Sandra Winter ""Colorer""","[29, 30]",I love design books and am an avid colorer.This one lets you use your imagination and is very enjoyable. The designs are different and have enough intricate detail to make them more complex and challenging.,5.0,great designs,1192233600,"10 13, 2007",Toys_and_Games,1,love design book avid colorer let use imagination enjoyable design different intricate detail complex challenging
{'$oid': '5a13282c741a2384e879d833'},A3D41YPOXPH8AR,1581170769,Gabfel,"[0, 0]",Great book for kids talking about the colors of the rainbow.  From toddlers to first graders it is a great book!!!,5.0,Great,1376956800,"08 20, 2013",Toys_and_Games,1,great book kid talk color rainbow   toddler grader great book
{'$oid': '5a13282c741a2384e87a0ae9'},ATV3PWBLRL761,1936300036,Gabriele,"[0, 1]","It's a nice book, I just didn't read the review careful enough to see that it's paperback. It wasn't wrapped though. Which is why I deduced 1 star. It's a gift for my nice and I hope she'll enjoy it.",4.0,It's nice!,1377648000,"08 28, 2013",Toys_and_Games,1,nice book read review careful paperback wrap deduce 1 star gift nice hope enjoy
{'$oid': '5a13282c741a2384e879d1c9'},A2IT97MEVRPO7J,1556347456,John Cooper,"[0, 0]",Super Munchkins is the easiest to play among the series.  It also has good graphics.  I would recommend it to others.,5.0,Super Mnchkins for beginning and experienced players.,1403395200,"06 22, 2014",Toys_and_Games,1,Super Munchkins easy play series   good graphic   recommend
{'$oid': '5a13282c741a2384e879d17d'},A1PWV3HQEZ2Z5T,1556346638,Timothy J. Berry,"[0, 0]","Great game, but a little hard to start up the first time.  Played with the family and we got through it and had fun, but the instructions could use a little work. Fun too play",4.0,Fun Game,1381708800,"10 14, 2013",Toys_and_Games,1,great game little hard start time   play family get fun instruction use little work fun play
{'$oid': '5a13282c741a2384e879cca6'},AT4DCB4WK49HQ,1223063151,Jerry,"[0, 0]",This game gets played on the dining room table and as such has to be moved from time to time.  Tile lock makes this possible.  After dinner you can pick up where you left off.,5.0,Nice to be able to move the board without losing it all,1388966400,"01 6, 2014",Toys_and_Games,1,game get play dining room table move time time   tile lock make possible   dinner pick leave
{'$oid': '5a13282c741a2384e879fd9d'},AQ8OD4KL1IRRT,1932188126,J. McKeever,"[108, 115]","I played this game with a close family member and was in love with it at first sight.  Unlike Scrabble, you play somewhat independently and are able to rearrange words constantly to make your letters fit and to create new words.  You know that annoying friend or family who always takes your spot in scrabble??? They can't take the spot you wanted to use!  You're truly working against the clock to be the first to say ""Bananas!""I've bought it for everyone I know as a gift since then.  It's original, super fun and portable.  A great game to travel with, play in hotel, at pool, on plane, keep kids busy at restaurant (or you and your friend/ spouse) while waiting for dinner!  Lots of ways to use this portable, simple game.I highly recommend and will continue to give this as a gift.Only negative I can conceive...durability.  Be careful of marking the letters somehow.  We hope no one cheats, but if you scratch them on a black table...well then...try to clean it off.",5.0,Better in Scrabble in many way!,1185321600,"07 25, 2007",Toys_and_Games,1,"play game close family member love sight   unlike Scrabble play somewhat independently able rearrange word constantly letter fit create new word   know annoying friend family take spot scrabble spot want use   truly work clock bananas!""i've buy know gift   original super fun portable   great game travel play hotel pool plane kid busy restaurant friend/ spouse wait dinner   lot way use portable simple game highly recommend continue gift negative conceive durability   careful mark letter   hope cheat scratch black table try clean"
{'$oid': '5a13282c741a2384e879cc22'},A1JWYSLIBR28Q6,1223063119,J. Bailin,"[0, 0]","We had a set of Boggle, but gave it to my husband's brother.  He was recuperating from brain tumor surgery and needed something to help him use his brain again.  So we looked for another one to replace that one.  No local stores had it, but on AMAZON you can find anything! It's just what we wanted.We are seniors, and need to keep our brains active, so we play Boggle and Bananagrams. We have introduced our friends to these games and they love to play them with us.  We also bring the games on vacation and have gotten curious strangers to ask if they could play too.",5.0,Love this game!,1379548800,"09 19, 2013",Toys_and_Games,1,set Boggle give husband brother   recuperate brain tumor surgery need help use brain   look replace   local store AMAZON find want senior need brain active play Boggle bananagram introduce friend game love play   bring game vacation get curious stranger ask play
{'$oid': '5a13282c741a2384e879d949'},A13M68PDU66D09,1582362793,Lynn Maxfield,"[0, 0]","We gave this gift as a Christmas present, but our family members have not played it yet.  We have enjoyed other How to Host a Murder games and look forward to enjoying this one.",4.0,Roman Ruins how to host a murder,1390348800,"01 22, 2014",Toys_and_Games,1,give gift Christmas present family member play   enjoy host murder game look forward enjoy
{'$oid': '5a13282c741a2384e879e9a4'},AM632WDJLJEJ5,1605843598,Flor Del Bosque,"[1, 2]",one of a kind :) This gift was for a friend.. She loved it as she is a big Walking Dead Fan,5.0,cant beat price,1387152000,"12 16, 2013",Toys_and_Games,1,kind gift friend love big walk Dead Fan
{'$oid': '5a13282c741a2384e879ef13'},A2U9D0OMCB3VZA,1616613769,N.H. Tran,"[0, 0]","If you are looking for a fairly quick game, this is it.  You can play with 2 people and possibly alter rules to make it work for more people.  Just make sure that the surface you play on isn't too slippery (i.e. glass).",5.0,Gift for Husband,1365206400,"04 6, 2013",Toys_and_Games,1,look fairly quick game   play 2 people possibly alter rule work people   sure surface play slippery i.e. glass
{'$oid': '5a13282b741a2384e879baab'},A2GL57RK1TRSQI,0975277324,Lori Bond,"[0, 0]","Ticket to Ride is a great game for everyone. The only thing is only 5 or less can play at a time, unless you play in teams which we have not tried yet.",5.0,Great Game,1389657600,"01 14, 2014",Toys_and_Games,1,ticket ride great game thing 5 play time play team try
{'$oid': '5a13282c741a2384e879d9d5'},A2PCV9OJCCBR2U,1589780604,C. SHEN,"[1, 4]","Like Pictionary is for drawing, this game is great for encouraging players to exercise their story-telling skills while having fun along the way.  I play this with my three sons (ages 8/10/13) and we have a blast as we laugh at the crazy stories we create.  We don't follow every last rule, but for us that's not the point (so I can't say how satisfying this game would be if you're the competitive type).The artwork and card stock are both of good quality.  If you like games like charades/20 questions/Pictionary, you should consider giving this game a try.",5.0,Good imagination generation,1268784000,"03 17, 2010",Toys_and_Games,1,like Pictionary drawing game great encourage player exercise story telling skill have fun way   play son age 8/10/13 blast laugh crazy story create   follow rule point satisfy game competitive type).the artwork card stock good quality   like game like charades/20 question Pictionary consider give game try
{'$oid': '5a13282c741a2384e879e225'},A2B0LPWOJ4HV25,1589947061,"L. Ziegler ""amazon frequenter""","[0, 0]","My husband and I have only played a couple times, but it is definitely harder than Pandemic or House on the Hill(sic).This edition contains slightly different rules than the original release.  It is helpful to have both.  The other rules can be found at Boardgamegeek.",4.0,Harder than the average Co-op Game,1395705600,"03 25, 2014",Toys_and_Games,1,husband play couple time definitely hard pandemic House Hill(sic).This edition contain slightly different rule original release   helpful   rule find Boardgamegeek
{'$oid': '5a13282b741a2384e879a7b4'},AVOA768UK3AML,0545459915,krsstopher,"[0, 0]",I got this from barns and noble cause I saw quilling on you tube and I liked how u can make things with it.it is way cool the book on te other hand wtf it needs to be better on how to make it step by step w pictures and for the age this is for now 4-8 yr old it more for tr 10-100 yr old person,5.0,Quilling,1357776000,"01 10, 2013",Toys_and_Games,1,get barn noble cause see quille tube like u thing it.it way cool book te hand wtf need well step step w picture age 4 8 yr old tr 10 100 yr old person
{'$oid': '5a13282c741a2384e879e727'},A3747YPXOBXRAT,1601253729,Stephen Mann,"[0, 0]","Open this box costing less than any of the rulebooks for D20-derived High Fantasy RPGs and you are in for a treat.You get a gamesmaster book in glorious full color containing the parts of the game the GM needs to master and the bestiary, alomng with oodles of advice presented in such a beginner-friendly format I reckon the only downside is a veteran GM will feel a little underwhelmed by the cartoony, easy-peasy approach to the material compared with the no-nonsense full rulebook. But hey, the experienced GM is not who this set was aimed at. Read accordingly. Everything you need to run a game on this set's terms is in here and presented in a way that makes uptake easy. There's also an introductory adventure.You get a player handbook in glorious full color too, containing the character build process, player-specific rules and oodles of advice on how to play the various core character types presented (you don't get 'em all, but the ones you do get are the classics, the White Box D&D; + Greyhawk set - Fighter, Cleric, Rogue and Wizard).You get a double-sided wet/dry-erase ready laminated map on which to display your tactical situations. One side pre-printed with detail, the other an earth tone blank with grid.You get a complete set of poly dice.You get three sheets of punch-out standees (cardboard tokens showing the monster/character it represents, drawn to 29mm scale and compatible with most ranges of figures). I wish we'd had these when I was first getting started. I'd have save a fortune in lead and storage would have been so much easier.You get a bag of stands to clip the card token into.You get a team of four pre-generated characters. If your game group is absolutely brand new to RPGs I can't think there is a better product out there for you: not only do they give you the rules, dice and figures, you don't even have to make the characters at first!There's even a solo adventure so you can see how it all works before you try and run a game for your friends.I'm an experienced GM and I liked the look of it all so much I bought the set from my Local Friendly Game Store. I'm going to run the contents for people too.Recommended, especially for beginning RP gamers.",5.0,Incredible Value For Money,1370822400,"06 10, 2013",Toys_and_Games,1,open box cost rulebook D20 derive High Fantasy rpg treat gamesmaster book glorious color contain part game GM need master bestiary alomng oodle advice present beginner friendly format reckon downside veteran GM feel little underwhelme cartoony easy peasy approach material compare nonsense rulebook hey experienced GM set aim read accordingly need run game set term present way make uptake easy introductory adventure player handbook glorious color contain character build process player specific rule oodle advice play core character type present them one classic White Box D&D + Greyhawk set Fighter Cleric rogue Wizard).You double sided wet dry erase ready laminated map display tactical situation pre print detail earth tone blank grid complete set poly dice sheet punch standee cardboard token show monster character represent draw 29 mm scale compatible range figure wish getting start save fortune lead storage easy bag stand clip card token team pre generated character game group absolutely brand new rpg think well product rule dice figure character first!There solo adventure work try run game friend I'm experienced GM like look buy set Local Friendly Game Store go run content people recommend especially begin RP gamer
{'$oid': '5a13282b741a2384e879b752'},A86F3IMGB9G4H,0975277324,A. Hunsaker,"[0, 0]","This is a blast, and better for kids under 14. If all our kids were older, we'd get the European version. But this is less complicated, therefore more fun for younger ones.",4.0,Almost as fun as the European version,1294790400,"01 12, 2011",Toys_and_Games,1,blast well kid 14 kid old european version complicated fun young one
{'$oid': '5a13282c741a2384e879dae2'},A1N9A60FA8QS9X,158978068X,Tyrell Goodpaster,"[0, 0]",Fun game and great with 4 people playing. Play it a lot at work during downtime with my co-workers and we all get  a good laugh and chuckle each game!,5.0,Fun!,1395014400,"03 17, 2014",Toys_and_Games,1,Fun game great 4 people play play lot work downtime co worker   good laugh chuckle game
{'$oid': '5a13282c741a2384e879e4c3'},ARNZEPPZDST4X,1591747309,Petunia,"[3, 4]","Purchased this for my 7 year-old daughter. We have had fun making the bracelets. They are simple to make and she also likes wearing them. I like that this kit is different from other jewelry crafts we've had; the finished products are really unique. The kit has enough supplies for many bracelets, so it is a pretty good deal. Highly recommended for girls who like crafts.",5.0,fun and different jewelry craft,1293667200,"12 30, 2010",Toys_and_Games,1,purchase 7 year old daughter fun make bracelet simple like wear like kit different jewelry craft finished product unique kit supply bracelet pretty good deal highly recommended girl like craft
{'$oid': '5a13282c741a2384e879e3e0'},A2YMJXOY3VTD6U,1589949552,Inna,"[1, 1]","This board game is quite convenient to play with anybody because the rules are easy to explain, it can be used by up to five players. The quality of the game components is excellent. The only issue that worries me is how often I can play it with my friends, I am afraid they will get bored after a couple of games.",4.0,Good game,1364515200,"03 29, 2013",Toys_and_Games,1,board game convenient play anybody rule easy explain player quality game component excellent issue worry play friend afraid bored couple game
{'$oid': '5a13282c741a2384e879e0c2'},A3LBEVII4FATXA,1589945557,Blackalliance,"[2, 3]","There's already a great in depth review of The Highland, so I'll skip another long read.  If you're looking for a great expansion for Talisman, I highly recommend The Highland.  I probably spend half my time in The Highlands every time we play trying to get the magic objects, weapons, etc. that are in the adventure deck.  The monsters are not extemely hard compared to The Dungeon board so you can enter as soon as the game starts.So add some fun to your game and get it, it's that simple!",5.0,Great addition to Talisman,1285977600,"10 2, 2010",Toys_and_Games,1,great depth review Highland skip long read   look great expansion Talisman highly recommend Highland   probably spend half time Highlands time play try magic object weapon etc adventure deck   monster extemely hard compare Dungeon board enter soon game start add fun game simple
{'$oid': '5a13282c741a2384e879feb9'},A35OG8LUWI77P0,1932188126,"Night Hiker ""Night Hiker""","[0, 0]",We love this game.  Works for beginning spellers as well as adults.  It's portable and a lot of fun!  A must have.,5.0,One of our favorite family games.,1359849600,"02 3, 2013",Toys_and_Games,1,love game   work begin speller adult   portable lot fun  
{'$oid': '5a13282c741a2384e87a1756'},AZRUC7QQBSGY2,8499000606,"Lewis Cruz ""Lulu""","[0, 0]","This is my first RC heli and after reading all the reviews for this, I decided to try it out. It arrived at my house on time and arrived in good condition. After a few minutes of opening and reading the manual, I finally tried it out and man was it fun. It did crash a few times but it still works good as new. I enjoyed flying it around the house and recommend this heli to any beginner looking to try them out.",5.0,Very durable and fun,1360022400,"02 5, 2013",Toys_and_Games,1,RC heli read review decide try arrive house time arrive good condition minute opening read manual finally try man fun crash time work good new enjoy fly house recommend heli beginner look try
{'$oid': '5a13282c741a2384e879d695'},A305ZBDVGOJKHT,1579822630,"Mary Ann Bryne ""Kitty Teacher""","[0, 0]",This thing is so ugly it is cute!!!!  My little grandsons love Fly Guy.  My kids at school love him too.  Very cute little books that are easy to read.  Kids can read by themselves very quickly.,5.0,Very cute little toys!,1385856000,"12 1, 2013",Toys_and_Games,1,thing ugly cute   little grandson love Fly Guy   kid school love   cute little book easy read   kid read quickly
{'$oid': '5a13282c741a2384e879fd56'},A1D3ZUYY9HM44A,1932188126,jamster13,"[0, 0]",I love this game.  It comes in a small little banana-pouch.  It is fun and easy to play.  Good for family and friends of all ages.,5.0,Bananagrams rocks!,1294444800,"01 8, 2011",Toys_and_Games,1,love game   come small little banana pouch   fun easy play   good family friend age
